headline,category
Public advised to remain vigilant,declarative
CIFT to study safety of fishing boats,declarative
Nursery to produce two crore seedlings,declarative
IGNOU invites online applications for courses,declarative
Two arrested for theft,declarative
title deeds to be handed over at pattaya mela,declarative
Clarify stand on Parippally medical college  govt told,declarative
KC M  s left tilt to the fore at meet,declarative
Document calls for  agrarian alternative,declarative
Traffic ban on SM Street  corpn to take final call,declarative
Search team recovers bodies of   more cyclone victims,declarative
Kollam youth gets dream ticket to the Arctic,declarative
Two killed as lorry rams cycle  motorbikes,declarative
Madhulita to enthral dance lovers at Ottappalam,declarative
Greens  initiative to revive Bharathapuzha,declarative
Pilgrim flow via Pulmedu on the rise,declarative
TDB keen on protecting its property,declarative
Fisherman confirmed dead,declarative
Tension on campus under control now,declarative
Machine to expedite railway track renewal,declarative
Adopted child rescued from family,declarative
Workshop deliberates on what next after Ockhi,declarative
Adalat puts     pleas to rest,declarative
Sainik Schools to be more affordable,declarative
Assam native arrested for kidnap and harassment of minor,declarative
Senate meeting held peacefully,declarative
Kilimanoor water project to be launched,declarative
Food safety checks held,declarative
Need for more valuers stressed,declarative
Date extended,declarative
ICAI wants CA course to be accorded PG status,declarative
Adilabad  Asifabad witness protests  remain tense,declarative
Jagan s padayatra crosses     km,declarative
Adoption  plan to empower magistrates to issue orders,declarative
Body of one more naxalite recovered,declarative
Nirbhaya Patrolling  to embolden women students,declarative
Sri Prakash Junior College students come out with flying colours,declarative
Academic pentathlon witnesses close contest,declarative
AICTE relief to engineering colleges on faculty strength,declarative
JNTUK s engineering college to open at Narasaraopet on Dec,declarative
Purandeswari faults State on  Polavaram,declarative
Meet on neurology held,declarative
Chirala MLA intervenes to stop risky ride to school,declarative
YSRCP blames State for Polavaram project delay,declarative
TTD may increase price of additional laddus,declarative
Light Matters   a big draw at Regional Science Centre,declarative
Missile woman  receives award,declarative
Lokesh approaches Google s Nest,declarative
Employees to organise protests against CPS,declarative
SCR books        for ticketless travel,declarative
Revised laws discussed at coordination meet,declarative
Chandranna Christmas kanukalu  from Dec,declarative
The Hindu Auto Expo a big draw,declarative
Two lakh to get fiber grid connection by month end,declarative
X  will be another feather in Vizag s cap  says Naidu,declarative
Christmas carnival brings cheer to special children,declarative
Smart cities  experts call for holistic approach,declarative
CM dedicates first digital village,declarative
Vijay Diwas  observed,declarative
No short cuts to success  says VPT chief,declarative
National seminar held,declarative
Youth Parliament conducted,declarative
State  UNESCO MGIEP ink pact on Games for Learning concept,declarative
VCT bags award,declarative
Jana Sena activists arrested,declarative
TLM kits given to special kids,declarative
Role of data in bioinformatics underlined,declarative
e Visa services inaugurated at Vizag Airport,declarative
Elderly man burnt alive in fire mishap,declarative
Yadgir police book Hyderabad MLA for provocative speech,declarative
Cricket fever catches on,declarative
Government needs to clarify on Adivasi contention,declarative
Net services switched off in Agency areas,declarative
SCCL to fund LED village street lights,declarative
Adivasis give bandh call on Monday,declarative
Lambadas seek protection,declarative
Ryots allow Kondapochamma work to begin in Mamidyala,declarative
Better Metro frequency from April,declarative
Need to strengthen trafficking law stressed,declarative
Congress leaders queue up to greet Rahul Gandhi,declarative
Book Fair stands in contrast to popular belief,declarative
Satavadhanam  a test of one s literary acumen,declarative
All urban ills due to rising population  Union Minister,declarative
Duo give wings to their dreams,declarative
GHMC bags energy conservation award,declarative
Jharkand police pick up Kobad Ghandy,declarative
Crash survivor  Rashi Raina misses out on graduation,declarative
CBIT leaves the fee hike to  wisdom of parents,declarative
Will put an end to triple talaq on our own  Owaisi,declarative
Citizens cry for better frequency  season tickets,declarative
Property Plus home expo a big draw,declarative
Minor reshuffle of IAS  IPS officers in Telangana,declarative
TGBKS yet to constitute panels at SCCL mines,declarative
Section     in place in Warangal,declarative
Telugu Desam Party blames ruling party for the flare up,declarative
Nirbhaya memorial event marred by disruption,declarative
Not enough done yet  CM,declarative
L G inspects Humayun s Tomb  Nizamuddin dargah,declarative
Govt to launch electric fleet with     buses  two depots,declarative
Feeder buses get new timetable,declarative
SDMC to hold event for para athletes,declarative
Students march for cleaner air in Gurugram,declarative
Rohini woman  gang raped  robbed  in field,declarative
Auto lifters who used signal jammer held,declarative
Three auto lifters brief with photo,declarative
Two held for armed snatchings in Delhi,declarative
Greater Noida Authority gives relief to builders,declarative
Woman accuses colleague of rape,declarative
Austrian far right enters government,declarative
ANC in search of Zuma s successor,declarative
In Maiduguri  Boko Haram s birthplace  feminism rules,declarative
Rural Zimbabweans still unaware of l affaire Mugabe,declarative
Saudi women will be allowed to drive motorbikes  trucks,declarative
Workers of Austria  unite and toil more,declarative
For sale  The  ghost houses  in Japan,declarative
Australia govt  scrapes through byelection test,declarative
Venezuela  Opposition conduct fresh talks,declarative
Yemeni rebels slam U S  charges,declarative
Kitex arm draws up Rs      cr  expansion plan for infant wear,declarative
S E  Chinese firm ink pact to make night vision gear,declarative
Belgium s Colruyt Group targets India s green energy  start up space,declarative
Shriram Properties eyes purchase of stressed assets,declarative
India rides a wave into the decider,declarative
Chhetri and Aditi SWAB Sportspersons of the Year,declarative
Kumble Kohli rift akin to Nayudu Mankad s  Guha,declarative
Kangaroos have their tails up,declarative
Drugovich delights again,declarative
Sindhu enters final,declarative
Ozil s stunning volley sinks Newcastle,declarative
Unbeaten     by Varma,declarative
Ranji Trophy semifinal  Vidarbha will look to continue its dream run,declarative
Green bounces back,declarative
Party may score,declarative
Castlebridge maintains form,declarative
Sidhu  Bista to lead Delhi and Mumbai,declarative
Aryan and Arjun do it again,declarative
Kolkata   K today,declarative
India has plans in place  Dhawan,declarative
After a  rollercoaster year   Kvitova looks on the positives,declarative
AICF decides to merge Challengers  Premiers,declarative
Mumbai City will have its hands full,declarative
Anjum on target again,declarative
Bindra s performance enhancing centre launched,declarative
Lady In Lace wins Indian      Guineas,declarative
East Bengal edges Churchill in a thriller,declarative
SAI to give scholarships,declarative
FC Goa routs Dynamos,declarative
It s like any other game  says Perera,declarative
Chennaiyin takes on BFC,declarative
CFC u    continues goal fest,declarative
Armoured Corps Red triumphs,declarative
FIFA threatens to boot Spain out of WC,declarative
Dwayne Bravo rules out playing for WI,declarative
Garcia Perez claims title,declarative
Hyderabad is champion,declarative
Jeppiaar Engineering triumphs,declarative
SCR gets past IT,declarative
Dixit  seeded players have it easy,declarative
run win for Nalanda DC,declarative
Pathanamthitta wins title,declarative
Judi Dench  My Passion for Trees    minutes  BBC documentary Produced by Anthony Geffen,declarative
Mhadei in India  sailing the world,declarative
IISc  HIV drug elvitegravir lowers the efficiency of immune system,declarative
NCCS  novel approach improves success rate of bone marrow transplantation,declarative
One gene to tackle all stresses,declarative
